,Open,High,Low,Close,C/C(-1) - 1,log^2(H/L),log^2(C/O),GK,o,u,d,c,RS,,,,,,,,
7/12/2019,3003.36,3013.92,3001.87,3013.77,0.46%,0.0016%,0.0012%,0.0013%,0.11%,0.35%,-0.05%,0.35%,0.00%,,,,,,,,
7/15/2019,3017.8,3017.8,3008.77,3014.3,0.02%,0.0009%,0.0001%,0.0005%,0.13%,0.00%,-0.30%,-0.12%,0.00%,,,,,,,,
7/16/2019,3012.13,3015.02,3001.15,3004.04,-0.34%,0.0021%,0.0007%,0.0013%,-0.07%,0.10%,-0.37%,-0.27%,0.00%,,,,,,,,
7/17/2019,3005.1,3005.26,2984.25,2984.42,-0.65%,0.0049%,0.0048%,0.0043%,0.04%,0.01%,-0.70%,-0.69%,0.00%,,,,,,,,
7/18/2019,2978.87,2998.28,2973.09,2995.11,0.36%,0.0071%,0.0030%,0.0047%,-0.19%,0.65%,-0.19%,0.54%,0.00%,,,,,,,,
7/19/2019,3004.26,3006.02,2975.86,2976.61,-0.62%,0.0102%,0.0085%,0.0084%,0.31%,0.06%,-0.95%,-0.92%,0.00%,,,,,,,,
7/22/2019,2981.93,2990.71,2976.65,2985.03,0.28%,0.0022%,0.0001%,0.0012%,0.18%,0.29%,-0.18%,0.10%,0.00%,,,,,,,,
7/23/2019,2994.74,3005.9,2988.56,3005.47,0.68%,0.0033%,0.0013%,0.0022%,0.32%,0.37%,-0.21%,0.36%,0.00%,,,,,,,,
7/24/2019,2998.77,3019.59,2996.82,3019.56,0.47%,0.0057%,0.0048%,0.0047%,-0.22%,0.69%,-0.07%,0.69%,0.00%,,,,,,,,
7/25/2019,3016.26,3016.31,2997.24,3003.67,-0.53%,0.0040%,0.0017%,0.0027%,-0.11%,0.00%,-0.63%,-0.42%,0.00%,,,,,,,,
7/26/2019,3013.25,3027.98,3012.59,3025.86,0.74%,0.0026%,0.0017%,0.0020%,0.32%,0.49%,-0.02%,0.42%,0.00%,,,,,,,,
7/29/2019,3024.47,3025.61,3014.3,3020.97,-0.16%,0.0014%,0.0001%,0.0008%,-0.05%,0.04%,-0.34%,-0.12%,0.00%,,,,,,,,
7/30/2019,3007.66,3017.19,3000.94,3013.18,-0.26%,0.0029%,0.0003%,0.0016%,-0.44%,0.32%,-0.22%,0.18%,0.00%,,,,,,,,
7/31/2019,3016.22,3017.4,2958.08,2980.38,-1.09%,0.0394%,0.0143%,0.0252%,0.10%,0.04%,-1.95%,-1.20%,0.02%,,,,,,,,
8/1/2019,2980.32,3013.59,2945.23,2953.56,-0.90%,0.0526%,0.0081%,0.0295%,0.00%,1.11%,-1.18%,-0.90%,0.03%,,,,,,,,
8/2/2019,2943.9,2945.5,2914.11,2932.05,-0.73%,0.0115%,0.0016%,0.0064%,-0.33%,0.05%,-1.02%,-0.40%,0.01%,,,,,,,,
8/5/2019,2898.07,2898.07,2822.12,2844.74,-2.98%,0.0705%,0.0345%,0.0486%,-1.17%,0.00%,-2.66%,-1.86%,0.02%,,,,,,,,
8/6/2019,2861.18,2884.4,2847.42,2881.77,1.30%,0.0167%,0.0051%,0.0103%,0.58%,0.81%,-0.48%,0.72%,0.01%,,,,,,,,
8/7/2019,2858.65,2892.17,2825.71,2883.98,0.08%,0.0540%,0.0078%,0.0300%,-0.81%,1.17%,-1.16%,0.88%,0.03%,,,,,,,,
8/8/2019,2896.21,2938.72,2894.47,2938.09,1.88%,0.0230%,0.0206%,0.0195%,0.42%,1.46%,-0.06%,1.44%,0.00%,,,,,,,,
8/9/2019,2930.51,2935.75,2900.15,2918.65,-0.66%,0.0149%,0.0016%,0.0081%,-0.26%,0.18%,-1.04%,-0.41%,0.01%,,,,,,,,
8/12/2019,2907.07,2907.58,2873.14,2883.75,-1.20%,0.0142%,0.0065%,0.0096%,-0.40%,0.02%,-1.17%,-0.81%,0.00%,,,,,,,,
8/13/2019,2880.72,2943.31,2877.05,2926.32,1.48%,0.0518%,0.0247%,0.0355%,-0.11%,2.15%,-0.13%,1.57%,0.01%,,,,,,,,
8/14/2019,2894.15,2894.15,2839.64,2840.6,-2.93%,0.0362%,0.0349%,0.0316%,-1.11%,0.00%,-1.90%,-1.87%,0.00%,,,,,,,,
8/15/2019,2846.2,2856.67,2825.51,2847.6,0.25%,0.0120%,0.0000%,0.0060%,0.20%,0.37%,-0.73%,0.05%,0.01%,,,,,,,,
8/16/2019,2864.74,2893.63,2864.74,2888.68,1.44%,0.0101%,0.0069%,0.0077%,0.60%,1.00%,0.00%,0.83%,0.00%,,,,,,,,
8/19/2019,2913.48,2931,2913.48,2923.65,1.21%,0.0036%,0.0012%,0.0023%,0.85%,0.60%,0.00%,0.35%,0.00%,,,,,,,,
8/20/2019,2919.01,2923.63,2899.6,2900.51,-0.79%,0.0068%,0.0040%,0.0050%,-0.16%,0.16%,-0.67%,-0.64%,0.00%,,,,,,,,
8/21/2019,2922.04,2928.73,2917.91,2924.43,0.82%,0.0014%,0.0001%,0.0007%,0.74%,0.23%,-0.14%,0.08%,0.00%,,,,,,,,
8/22/2019,2930.94,2939.08,2904.51,2922.95,-0.05%,0.0140%,0.0007%,0.0073%,0.22%,0.28%,-0.91%,-0.27%,0.01%,,,,,,,,
8/23/2019,2911.07,2927.01,2834.97,2847.11,-2.59%,0.1021%,0.0494%,0.0701%,-0.41%,0.55%,-2.65%,-2.22%,0.03%,,,,,,,,
8/26/2019,2866.7,2879.27,2856,2878.38,1.10%,0.0066%,0.0017%,0.0039%,0.69%,0.44%,-0.37%,0.41%,0.00%,,,,,,,,
8/27/2019,2893.14,2898.79,2860.59,2869.16,-0.32%,0.0176%,0.0069%,0.0115%,0.51%,0.20%,-1.13%,-0.83%,0.01%,,,,,,,,
8/28/2019,2861.28,2890.03,2853.05,2887.94,0.65%,0.0166%,0.0086%,0.0116%,-0.28%,1.00%,-0.29%,0.93%,0.00%,,,,,,,,
8/29/2019,2910.37,2930.5,2905.67,2924.58,1.27%,0.0072%,0.0024%,0.0045%,0.77%,0.69%,-0.16%,0.49%,0.00%,,,,,,,,
8/30/2019,2937.09,2940.43,2913.32,2926.46,0.06%,0.0086%,0.0013%,0.0048%,0.43%,0.11%,-0.81%,-0.36%,0.00%,,,,,,,,
9/3/2019,2909.01,2914.39,2891.85,2906.27,-0.69%,0.0060%,0.0001%,0.0030%,-0.60%,0.18%,-0.59%,-0.09%,0.00%,,,,,,,,
9/4/2019,2924.67,2938.84,2921.86,2937.78,1.08%,0.0034%,0.0020%,0.0025%,0.63%,0.48%,-0.10%,0.45%,0.00%,,,,,,,,
9/5/2019,2960.6,2985.86,2960.6,2976,1.30%,0.0072%,0.0027%,0.0046%,0.77%,0.85%,0.00%,0.52%,0.00%,,,,,,,,
9/6/2019,2980.33,2985.03,2972.51,2978.71,0.09%,0.0018%,0.0000%,0.0009%,0.15%,0.16%,-0.26%,-0.05%,0.00%,,,,,,,,
9/9/2019,2988.43,2989.43,2969.39,2978.43,-0.01%,0.0045%,0.0011%,0.0027%,0.33%,0.03%,-0.64%,-0.34%,0.00%,,,,,,,,
9/10/2019,2971.01,2979.39,2957.01,2979.39,0.03%,0.0057%,0.0008%,0.0031%,-0.25%,0.28%,-0.47%,0.28%,0.00%,,,,,,,,
9/11/2019,2981.41,3000.93,2975.31,3000.93,0.72%,0.0074%,0.0043%,0.0053%,0.07%,0.65%,-0.20%,0.65%,0.00%,,,,,,,,
9/12/2019,3009.08,3020.74,3000.92,3009.57,0.29%,0.0043%,0.0000%,0.0022%,0.27%,0.39%,-0.27%,0.02%,0.00%,,,,,,,,
9/13/2019,3012.21,3017.33,3002.9,3007.39,-0.07%,0.0023%,0.0003%,0.0012%,0.09%,0.17%,-0.31%,-0.16%,0.00%,,,,,,,,
9/16/2019,2996.41,3002.19,2990.67,2997.96,-0.31%,0.0015%,0.0000%,0.0007%,-0.37%,0.19%,-0.19%,0.05%,0.00%,,,,,,,,
9/17/2019,2995.67,3006.21,2993.73,3005.7,0.26%,0.0017%,0.0011%,0.0013%,-0.08%,0.35%,-0.06%,0.33%,0.00%,,,,,,,,
9/18/2019,3001.5,3007.83,2978.57,3006.73,0.03%,0.0096%,0.0003%,0.0049%,-0.14%,0.21%,-0.77%,0.17%,0.01%,,,,,,,,
9/19/2019,3010.36,3021.99,3003.16,3006.79,0.00%,0.0039%,0.0001%,0.0020%,0.12%,0.39%,-0.24%,-0.12%,0.00%,,,,,,,,
9/20/2019,3008.42,3016.37,2984.68,2992.07,-0.49%,0.0112%,0.0030%,0.0067%,0.05%,0.26%,-0.79%,-0.54%,0.00%,,,,,,,,
9/23/2019,2983.5,2999.15,2982.23,2991.78,-0.01%,0.0032%,0.0008%,0.0019%,-0.29%,0.52%,-0.04%,0.28%,0.00%,,,,,,,,
9/24/2019,3002.43,3007.98,2957.73,2966.6,-0.84%,0.0284%,0.0144%,0.0198%,0.36%,0.18%,-1.50%,-1.20%,0.01%,,,,,,,,
9/25/2019,2968.35,2989.82,2952.86,2984.87,0.62%,0.0155%,0.0031%,0.0089%,0.06%,0.72%,-0.52%,0.55%,0.01%,,,,,,,,
9/26/2019,2985.73,2987.28,2963.71,2977.62,-0.24%,0.0063%,0.0007%,0.0034%,0.03%,0.05%,-0.74%,-0.27%,0.00%,,,,,,,,
9/27/2019,2985.47,2987.31,2945.53,2961.79,-0.53%,0.0198%,0.0063%,0.0124%,0.26%,0.06%,-1.35%,-0.80%,0.01%,,,,,,,,
9/30/2019,2967.07,2983.85,2967.07,2976.74,0.50%,0.0032%,0.0011%,0.0020%,0.18%,0.56%,0.00%,0.33%,0.00%,,,,,,,,
10/1/2019,2983.69,2992.53,2938.7,2940.25,-1.23%,0.0329%,0.0215%,0.0248%,0.23%,0.30%,-1.52%,-1.47%,0.01%,,,,,,,,
10/2/2019,2924.78,2924.78,2874.93,2887.61,-1.79%,0.0296%,0.0164%,0.0211%,-0.53%,0.00%,-1.72%,-1.28%,0.01%,,,,,,,,
10/3/2019,2885.38,2911.13,2855.94,2910.63,0.80%,0.0366%,0.0076%,0.0213%,-0.08%,0.89%,-1.03%,0.87%,0.02%,,,,,,,,
10/4/2019,2918.56,2953.74,2918.56,2952.01,1.42%,0.0144%,0.0130%,0.0122%,0.27%,1.20%,0.00%,1.14%,0.00%,,,,,,,,
10/7/2019,2944.23,2959.75,2935.68,2938.79,-0.45%,0.0067%,0.0003%,0.0035%,-0.26%,0.53%,-0.29%,-0.18%,0.00%,,,,,,,,
10/8/2019,2920.4,2925.47,2892.66,2893.06,-1.56%,0.0127%,0.0088%,0.0098%,-0.63%,0.17%,-0.95%,-0.94%,0.00%,,,,,,,,
10/9/2019,2911.1,2929.32,2907.41,2919.4,0.91%,0.0056%,0.0008%,0.0031%,0.62%,0.62%,-0.13%,0.28%,0.00%,,,,,,,,
10/10/2019,2918.55,2948.46,2917.12,2938.13,0.64%,0.0114%,0.0045%,0.0074%,-0.03%,1.02%,-0.05%,0.67%,0.00%,,,,,,,,
10/11/2019,2963.07,2993.28,2963.07,2970.27,1.09%,0.0103%,0.0006%,0.0054%,0.85%,1.01%,0.00%,0.24%,0.01%,,,,,,,,
10/14/2019,2965.81,2972.84,2962.94,2966.15,-0.14%,0.0011%,0.0000%,0.0006%,-0.15%,0.24%,-0.10%,0.01%,0.00%,,,,,,,,
10/15/2019,2973.61,3003.28,2973.61,2995.68,1.00%,0.0099%,0.0055%,0.0070%,0.25%,0.99%,0.00%,0.74%,0.00%,,,,,,,,
10/16/2019,2989.68,2997.54,2985.2,2989.69,-0.20%,0.0017%,0.0000%,0.0009%,-0.20%,0.26%,-0.15%,0.00%,0.00%,,,,,,,,
10/17/2019,3000.77,3008.29,2991.79,2997.95,0.28%,0.0030%,0.0001%,0.0015%,0.37%,0.25%,-0.30%,-0.09%,0.00%,,,,,,,,
10/18/2019,2996.84,3000,2976.31,2986.2,-0.39%,0.0063%,0.0013%,0.0036%,-0.04%,0.11%,-0.69%,-0.36%,0.00%,,,,,,,,
10/21/2019,2996.48,3007.33,2995.35,3006.72,0.69%,0.0016%,0.0012%,0.0012%,0.34%,0.36%,-0.04%,0.34%,0.00%,,,,,,,,
10/22/2019,3010.73,3014.57,2995.04,2995.99,-0.36%,0.0042%,0.0024%,0.0030%,0.13%,0.13%,-0.52%,-0.49%,0.00%,,,,,,,,
10/23/2019,2994.01,3004.78,2991.21,3004.52,0.28%,0.0020%,0.0012%,0.0015%,-0.07%,0.36%,-0.09%,0.35%,0.00%,,,,,,,,
10/24/2019,3014.78,3016.07,3000.42,3010.29,0.19%,0.0027%,0.0002%,0.0014%,0.34%,0.04%,-0.48%,-0.15%,0.00%,,,,,,,,
10/25/2019,3003.32,3027.39,3001.94,3022.55,0.41%,0.0071%,0.0041%,0.0051%,-0.23%,0.80%,-0.05%,0.64%,0.00%,,,,,,,,
10/28/2019,3032.12,3044.08,3032.12,3039.42,0.56%,0.0015%,0.0006%,0.0010%,0.32%,0.39%,0.00%,0.24%,0.00%,,,,,,,,
10/29/2019,3035.39,3047.87,3034.81,3036.89,-0.08%,0.0018%,0.0000%,0.0009%,-0.13%,0.41%,-0.02%,0.05%,0.00%,,,,,,,,
10/30/2019,3039.74,3050.1,3025.96,3046.77,0.33%,0.0063%,0.0005%,0.0034%,0.09%,0.34%,-0.45%,0.23%,0.00%,,,,,,,,
10/31/2019,3046.9,3046.9,3023.19,3037.56,-0.30%,0.0061%,0.0009%,0.0034%,0.00%,0.00%,-0.78%,-0.31%,0.00%,,,,,,,,
11/1/2019,3050.72,3066.95,3050.72,3066.91,0.97%,0.0028%,0.0028%,0.0025%,0.43%,0.53%,0.00%,0.53%,0.00%,,,,,,,,
11/4/2019,3078.96,3085.2,3074.87,3078.27,0.37%,0.0011%,0.0000%,0.0006%,0.39%,0.20%,-0.13%,-0.02%,0.00%,,,,,,,,
11/5/2019,3080.8,3083.95,3072.15,3074.62,-0.12%,0.0015%,0.0004%,0.0009%,0.08%,0.10%,-0.28%,-0.20%,0.00%,,,,,,,,
11/6/2019,3075.1,3078.34,3065.89,3076.78,0.07%,0.0016%,0.0000%,0.0008%,0.02%,0.11%,-0.30%,0.05%,0.00%,,,,,,,,
11/7/2019,3087.02,3097.77,3080.23,3085.18,0.27%,0.0032%,0.0000%,0.0016%,0.33%,0.35%,-0.22%,-0.06%,0.00%,,,,,,,,
11/8/2019,3081.25,3093.09,3073.58,3093.08,0.26%,0.0040%,0.0015%,0.0026%,-0.13%,0.38%,-0.25%,0.38%,0.00%,,,,,,,,
11/11/2019,3080.33,3088.33,3075.82,3087.01,-0.20%,0.0016%,0.0005%,0.0010%,-0.41%,0.26%,-0.15%,0.22%,0.00%,,,,,,,,
11/12/2019,3089.28,3102.61,3084.73,3091.84,0.16%,0.0033%,0.0001%,0.0017%,0.07%,0.43%,-0.15%,0.08%,0.00%,,,,,,,,
11/13/2019,3084.18,3098.06,3078.8,3094.04,0.07%,0.0039%,0.0010%,0.0023%,-0.25%,0.45%,-0.17%,0.32%,0.00%,,,,,,,,
11/14/2019,3090.75,3098.2,3083.26,3096.63,0.08%,0.0023%,0.0004%,0.0013%,-0.11%,0.24%,-0.24%,0.19%,0.00%,,,,,,,,
11/15/2019,3107.92,3120.46,3104.6,3120.46,0.77%,0.0026%,0.0016%,0.0019%,0.36%,0.40%,-0.11%,0.40%,0.00%,,,,,,,,
11/18/2019,3117.91,3124.17,3112.06,3122.03,0.05%,0.0015%,0.0002%,0.0008%,-0.08%,0.20%,-0.19%,0.13%,0.00%,,,,,,,,
11/19/2019,3127.45,3127.64,3113.47,3120.18,-0.06%,0.0021%,0.0005%,0.0012%,0.17%,0.01%,-0.45%,-0.23%,0.00%,,,,,,,,
11/20/2019,3114.66,3118.97,3091.41,3108.46,-0.38%,0.0079%,0.0004%,0.0041%,-0.18%,0.14%,-0.75%,-0.20%,0.00%,,,,,,,,
11/21/2019,3108.49,3110.11,3094.55,3103.54,-0.16%,0.0025%,0.0003%,0.0014%,0.00%,0.05%,-0.45%,-0.16%,0.00%,,,,,,,,
11/22/2019,3111.41,3112.87,3099.26,3110.29,0.22%,0.0019%,0.0000%,0.0010%,0.25%,0.05%,-0.39%,-0.04%,0.00%,,,,,,,,
11/25/2019,3117.44,3133.83,3117.44,3133.64,0.75%,0.0027%,0.0027%,0.0024%,0.23%,0.52%,0.00%,0.52%,0.00%,,,,,,,,
11/26/2019,3134.85,3142.69,3131,3140.52,0.22%,0.0014%,0.0003%,0.0008%,0.04%,0.25%,-0.12%,0.18%,0.00%,,,,,,,,
11/27/2019,3145.49,3154.26,3143.41,3153.63,0.42%,0.0012%,0.0007%,0.0009%,0.16%,0.28%,-0.07%,0.26%,0.00%,,,,,,,,
11/29/2019,3147.18,3150.3,3139.34,3140.98,-0.40%,0.0012%,0.0004%,0.0008%,-0.20%,0.10%,-0.25%,-0.20%,0.00%,,,,,,,,
12/2/2019,3143.85,3144.31,3110.78,3113.87,-0.86%,0.0115%,0.0092%,0.0093%,0.09%,0.01%,-1.06%,-0.96%,0.00%,,,,,,,,
12/3/2019,3087.41,3094.97,3070.33,3093.2,-0.66%,0.0064%,0.0004%,0.0033%,-0.85%,0.24%,-0.55%,0.19%,0.00%,,,,,,,,
12/4/2019,3103.5,3119.38,3102.53,3112.76,0.63%,0.0029%,0.0009%,0.0018%,0.33%,0.51%,-0.03%,0.30%,0.00%,,,,,,,,
12/5/2019,3119.21,3119.45,3103.76,3117.43,0.15%,0.0025%,0.0000%,0.0013%,0.21%,0.01%,-0.50%,-0.06%,0.00%,,,,,,,,
12/6/2019,3134.62,3150.6,3134.62,3145.91,0.91%,0.0026%,0.0013%,0.0018%,0.55%,0.51%,0.00%,0.36%,0.00%,,,,,,,,
12/9/2019,3141.86,3148.87,3135.46,3135.96,-0.32%,0.0018%,0.0004%,0.0010%,-0.13%,0.22%,-0.20%,-0.19%,0.00%,,,,,,,,
12/10/2019,3135.36,3142.12,3126.09,3132.52,-0.11%,0.0026%,0.0001%,0.0013%,-0.02%,0.22%,-0.30%,-0.09%,0.00%,,,,,,,,
12/11/2019,3135.75,3143.98,3133.21,3141.63,0.29%,0.0012%,0.0004%,0.0007%,0.10%,0.26%,-0.08%,0.19%,0.00%,,,,,,,,
12/12/2019,3141.23,3176.28,3138.47,3168.57,0.86%,0.0143%,0.0075%,0.0101%,-0.01%,1.11%,-0.09%,0.87%,0.00%,,,,,,,,
12/13/2019,3166.65,3182.68,3156.51,3168.8,0.01%,0.0068%,0.0000%,0.0034%,-0.06%,0.50%,-0.32%,0.07%,0.00%,,,,,,,,
12/16/2019,3183.63,3197.71,3183.63,3191.45,0.71%,0.0019%,0.0006%,0.0012%,0.47%,0.44%,0.00%,0.25%,0.00%,,,,,,,,
12/17/2019,3195.4,3198.22,3191.03,3192.52,0.03%,0.0005%,0.0001%,0.0003%,0.12%,0.09%,-0.14%,-0.09%,0.00%,,,,,,,,
12/18/2019,3195.21,3198.48,3191.14,3191.14,-0.04%,0.0005%,0.0002%,0.0003%,0.08%,0.10%,-0.13%,-0.13%,0.00%,,,,,,,,
12/19/2019,3192.32,3205.48,3192.32,3205.37,0.45%,0.0017%,0.0017%,0.0015%,0.04%,0.41%,0.00%,0.41%,0.00%,,,,,,,,
12/20/2019,3223.33,3225.65,3216.03,3221.22,0.49%,0.0009%,0.0000%,0.0005%,0.56%,0.07%,-0.23%,-0.07%,0.00%,,,,,,,,
12/23/2019,3226.05,3227.78,3222.3,3224.01,0.09%,0.0003%,0.0000%,0.0002%,0.15%,0.05%,-0.12%,-0.06%,0.00%,,,,,,,,
12/24/2019,3225.45,3226.43,3220.51,3223.38,-0.02%,0.0003%,0.0000%,0.0002%,0.04%,0.03%,-0.15%,-0.06%,0.00%,,,,,,,,
12/26/2019,3227.2,3240.08,3227.2,3239.91,0.51%,0.0016%,0.0015%,0.0014%,0.12%,0.40%,0.00%,0.39%,0.00%,,,,,,,,
12/27/2019,3247.23,3247.93,3234.37,3240.02,0.00%,0.0018%,0.0005%,0.0011%,0.23%,0.02%,-0.40%,-0.22%,0.00%,,,,,,,,
12/30/2019,3240.09,3240.92,3216.57,3221.29,-0.58%,0.0057%,0.0034%,0.0042%,0.00%,0.03%,-0.73%,-0.58%,0.00%,,,,,,,,
12/31/2019,3215.18,3231.72,3212.03,3230.78,0.29%,0.0037%,0.0023%,0.0028%,-0.19%,0.51%,-0.10%,0.48%,0.00%,,,,,,,,
,,,,,,,,12/27/2019,3247.23,3247.93,3234.37,3240.02,66938997.90%,0.0018%,0.0005%,0.0011%,1341.63%,0.02%,-0.40%,-0.22%,0.00%
,,,,,,,,12/30/2019,3240.09,3240.92,3216.57,3221.29,-0.58%,0.0057%,0.0034%,0.0042%,0.00%,0.03%,-0.73%,-0.58%,0.00%
,,,,,,,,12/31/2019,3215.18,3231.72,3212.03,3230.78,0.29%,0.0037%,0.0023%,0.0028%,-0.19%,0.51%,-0.10%,0.48%,0.00%
